original_filename,file,catalogue_no,title,title_notes,author,author_pid,url,editor,best_text,duplicate_of_standard,,Version: Completeness: incomplete | fragments | excerpts | uncertain,Version: Completness: further notes and specifications,"Title source: If not specified=MB, otherwise: Intenal/External+type (e.g. Colophon), if reconstructed add *",Title 2 (Muktabodha),"Ancillary to: MB catalogue number, or ilxM- entry specifically created when MB catalogue number is not available",Ancillary Type: Vyākhyātantra | Uttaratantra | Commentary | Sub-commentary| Ritual | Other | Excerpts,Ancillary Note (most commonly: if the commentary includes the mūla),Subjects (as in MB),Author's name: Source,Alternate name,"Alternate name: Source & Type (e.g. Muktabodha initial description, colophons etc.)",Colophon,Colophon Note
M00089 - bhaTTanArayaNa - stavacintAmaNi.htm,bhaTTanArayaNa_stavacintAmaNi_M00089.xml,M00089,Stavacintāmaṇi Vivṛti,,Kṣemarāja,mbP0049,https://muktabodha-digital-library.org/texts/IAST/M00089,,,,,,,colophon,,ilxM00090,commentary,including the mūla,"['tantric / āgamic literature', 'śaiva', 'non-dual śaivism of Kashmir']",colophon,,,iti śrīmahāmāheśvarācāryavaryaśrībhaṭṭanārāyaṇaviracitaḥ stavacintāmaṇiḥ samāptaḥ || vivṛtiścātra tatrabhavatstutisūktikārapraśiṣyamahāmāheśvarācāryavaryaśrīmadabhinavaguptapādapadmamadhuparājasya rājānakakṣemarājasya + tilaka + additional text /// iti stvacintāmaṇau granthaprakāśaka0 paṃ0 mukundarāma śāstriṇā viracitaḥ pratiślokaṃ pratipāditārthasaṃkṣepaḥ samāptaḥ || dvitīyapariśiṣṭabhāgaśca samāptaḥ,towards end /// at end
M00260 - jagaddhara bhaTTa - stutikusumAJjali.htm,jagaddhara_bhaTTa_stutikusumAJjali_M00260.xml,M00260,Stutikusumāñjali,,Jagaddhara Bhaṭṭa,mbP0095,https://muktabodha-digital-library.org/texts/IAST/M00260,Premavallabha Tripāṭhī,,,,,,,,,,,['śaiva'],colophon,,,śrīmadaṣṭottarasahasraśrīsaṃvalitaprātaḥsmaraṇīyapūjyapādaśrīmatparamahaṃsaparivrājakācāryaśrīśrīhariharānandasarasvatī (śrīkarapātrī jī mahārāja) bhagavatpādakiṃkareṇa tripāṭhyu pāhvapremavallabhaśarmaṇā kṛtayā premamakarandanāmnyā ṭīkayā sametaḥ kāśmīrakamahākaviśrīmajjagaddharabhaṭṭaviracitaḥ stutikusumāñjaliḥ samāptaḥ,
M00067 - kallaTa bhaTTa - spandakArikA.htm,kallaTa_bhaTTa_spandakArikA_M00067.xml,M00067,"Spandakārikā Vṛtti, Tippaṇī, Vivṛti",,"Kallaṭa Bhaṭṭa, Rāmakaṇṭha, Rāmakaṇṭha","mbP0096, mbP0013, mbP0013",https://muktabodha-digital-library.org/texts/IAST/M00067,Mark S. G. Dyczkowski,,,,,,,,"ilxM00091, ilxM00108, ilxM00109, M00352",3 commentaries in one file,including the mūla; 3 interwoven commentaries,"['śaiva', 'non-dual śaivism of Kashmir', 'spanda']",colophon,,,mbP0168,almost at end /// at end
M00352 - kallaTa bhaTTa - spandakArikA with vivRtti by rAmakaNTha.htm,kallaTa_bhaTTa_spandakArikA_with_vivRtti_by_rAmakaNTha_M00352.xml,M00352,Spandakārikā Vivṛti,,Rāmakaṇṭha,mbP0013,https://muktabodha-digital-library.org/texts/IAST/M00352,J. C. Chatterji,,,,,,,,ilxM00091,commentary,including the mūla,"['śaiva', 'non-dual śaivism of Kashmir', 'spanda']",colophon,,,saṃpūrṇā iyaṃ vṛttyanusāriṇī spandavivṛtiḥ | kṛtistatrabhayato mahāmāheśvarācāryaśiromaṇirājānakaśrīmadutpaladevapādapadmānujīvino rājānakaśrīrāmakaṇṭhasya iti śivam,
M00163 - kallaTa attributed author spandakArikA - spandanirNaya.htm,kallaTa_attributed_author_spandakArikA_spandanirNaya_M00163.xml,M00163,Spandanirṇaya,,Kṣemarāja,mbP0049,https://muktabodha-digital-library.org/texts/IAST/M00163,Śāstrī M K,,,,,,,,ilxM00091,commentary,including the mūla,"['tantric / āgamic literature', 'śaiva', 'non-dual śaivism of Kashmir', 'spanda']",colophon,,,samāpto'yaṃ śrīspandanirṇayaḥ || kṛtiḥ śrīpratyabhijñākārapraśiṣyasya mahāmāheśvarācāryaśrīmadabhinavaguptanāthadattopadeśasya śrīkṣemarājasyeti śivam,
M00532 - bhagavatutpala - spandapradIpikA.htm,bhagavatutpala_spandapradIpikA_M00532.xml,M00532,Spandapradīpikā,,Bhagavatutpala,mbP0097,https://muktabodha-digital-library.org/texts/IAST/M00532,Mark S. G. Dyczkowski,,,,,,,,ilxM00091,commentary,including the mūla,"['śaiva', 'spanda']",colophon,,,vāgluṇṭhanārthamanyeṣāṃ vidvanmanyatayā'pi tu | śuddhabolollāsavaśāt kṛtvā spandapradīpikā ///+text /// nārāyaṇasthānaja utpalākhyastrivikramākhyasya suto'gryajanmā | yastena sacchiṣyahitāya dṛbdhā vyākhyā mayaiṣā ca tamonude syāt ///+ additional text /// ityācāryabhagavadutpalaviracitā spandapradīpikā samāptā ||  śubhaṃ bhūyāt,almost at end /// at end
M00084 - kallaTa attributed author spandakArikA - spandasandoha.htm,kallaTa_attributed_author_spandakArikA_spandasandoha_M00084.xml,M00084,Spandasandoha,,Kṣemarāja,mbP0049,https://muktabodha-digital-library.org/texts/IAST/M00084,Śāstrī M R,,,,,,,Spandasaṃdoha,ilxM00091,commentary,including the mūla,"['tantric / āgamic literature', 'śaiva', 'non-dual śaivism of Kashmir', 'spanda']",colophon,,,iti spandasaṃdohaḥ samāptaḥ || kṛtirmahāmāheśvarācāryavaryaśrīmadabhinavaguptapādapadmopajīvino rājānakakṣemarājasya + TILAKA,
M00091 - svacchandatantra.htm,svacchandatantra_M00091.xml,M00091,Svacchandatantra Uddyota,,Kṣemarāja,mbP0049,https://muktabodha-digital-library.org/texts/IAST/M00091,,,,,,,colophon,,ilxM00092,commentary,including the mūla,"['tantric / āgamic literature', 'tantra / āgama']",colophon,,,iti śrīsvacchandatantre śrīmahāmāheśvarācāryavaryaśrīkṣemarājaviracitoddyotākhyavyākhyopete chummakāprakāśaḥ nāma pañcadaśaḥ paṭalaḥ,
M00194 - cidAnandanAtha - svacchandapaddhati.htm,cidAnandanAtha_svacchandapaddhati_M00194.xml,M00194,Svacchandapaddhati,,Cidānandanātha,mbP0098,https://muktabodha-digital-library.org/texts/IAST/M00194,Prof. Sītalāprasad Ūpādhyāya,,,,,,,,,,,"['tantric / āgamic literature', 'śaiva', 'Paddhati']",colophon,,,iti śrīmaccidānandanāthaviracitāyāṃ svacchandapaddhatyāṃ navamaspandaḥ || oṃ oṃ śubhaṃ bhavatu svacchandapaddhatīḥ samāptaḥ,
M00533 - mAnasarAma - svAtantrayadIpikA.htm,mAnasarAma_svAtantrayadIpikA_M00533.xml,M00533,Svātantrayadīpikā,,Mānasarāma,mbP0099,https://muktabodha-digital-library.org/texts/IAST/M00533,,,,,,,,,,,,['non-dual śaivism of Kashmir'],colophon (varied spelling),,,iti śrīmahāmāheśvarācāryavarya viracitāyāṃ svātantryadīpikāyāṃ svātantryaśaktyucchalanaṃ nāma caturthollāsaḥ || mahāmāheśvarācāryamansārāmena nirmitā janānāmupakārārthamiyaṃ svātantryadīpikā,
M00264 - haMsasAra.htm,haMsasAra_M00264.xml,M00264,Haṃsasāra,,,,https://muktabodha-digital-library.org/texts/IAST/M00264,,,,,incomplete,lacking explicit+final colophon,,,,,,['tantric / āgamic literature'],,,,atha haṃsasāraṃ likhyate,at beginning
M00107 - haMsopaniSat.htm,haMsopaniSat_M00107.xml,M00107,Haṃsopaniṣat Vivaraṇa,,Brahmayogin,mbP0128,https://muktabodha-digital-library.org/texts/IAST/M00107,Śāstrī Mahādeva,,,,,,colophon,Haṃsa Upaniṣat,ilxM00093,commentary,including the mūla,"['tantric / āgamic literature', 'yoga', 'upaniṣad', 'yogopaniṣad', 'yogopaniṣad']",colophon,,,śrīvāsudevendraśiṣyopaniṣadbrahmayoginā | likhitaṃ syādvivaraṇaṃ haṃsopaniṣadaḥ sphuṭam | saṃsopaniṣado vyākhyā saptatyadhiśataṃ smṛtā || iti śrīmadīśādyaṣṭottaraśatopaniṣacchāstravivaraṇe pañcadaśasaṃkhyāpūrakaṃ haṃsopaniṣadvivaraṇaṃ saṃpūrṇam,
M00243 - svAtmArAma - haThayogapradIpikA.htm,svAtmArAma_haThayogapradIpikA_M00243.xml,M00243,Haṭhayogapradīpikā Jyotsnā,,Brahmānanda,mbP0111,https://muktabodha-digital-library.org/texts/IAST/M00243,,,,,incomplete,lacking explicit+final colophon,colophon,,ilxM00094,commentary,including the mūla,['yoga'],colophon,,,iti śrīsahajānaṃdasaṃtānaciṃtāmaṇisvātmārāmayogīṃdraviracitāyāṃ haṭhapradīpikāyāmāsanavidhikathanaṃnāma prathamopadeśaḥ /// (plus) iti śrīhaṭhapradīpikāyāṃ jyotsnābhidhāyāṃ brahmānaṃdakṛtāyāṃ prathamopadeśaḥ,towards beginning
M00401 - hayazirSsapaJcarAtra.htm,hayazirSsapaJcarAtra_M00401.xml,M00401,Hayaśirṣapañcarātra,,,,https://muktabodha-digital-library.org/texts/IAST/M04001,Pandit Bhuban Mohan Sankhyatiratha,,,,,14 chapters,,,,,,['pāñcarātra'],,,,iti hayaśīrṣe mahāpañcarātre dvādaśasāhasrike ādikāṇḍe caturdaśaḥ prāsādadevatāsaṃsthāpanapaṭalaḥ,
M00616 - haradatta attributed to - hariharatAratamya.htm,haradatta_attributed_to_hariharatAratamya_M00616.xml,M00616,Hariharatāratamya,,Rāmeśvara Adhyara Sudhāmaṇi (Adhvara?),mbP0101,https://muktabodha-digital-library.org/texts/IAST/M00616,,,,,,,,,,,,"['śaiva', 'vīraśaiva']",colophon - but cat.: Haradatta?,,,śrīkāṃtanāmavibudheṃdratanūbhavena rāmeśvarādhyarasudhāmaṇinā praṇītam || loke tvidaṃ hariharasthitatāratamyaṃ matvādhikaṃ hi śatakaṃ sudhiyaḥ paṭhaṃtu || iti hariharatāratamyaṃ samāptam,
M00283 - hAhArAvatantra.htm,hAhArAvatantra_M00283.xml,M00283,Hāhārāvatantra,,,,https://muktabodha-digital-library.org/texts/IAST/M00283,,,,,,18 chapters,,,,,,"['tantric / āgamic literature', 'tantra / āgama', 'śākta']",,,,iti śrīhāhārāvataṃtre atharvaṇasaṃhitāyāṃ aṣṭādaśapātrakālikārcaṇanirṇayapaṭalaṃ samāptam,
E00003 - dattAtreyabodha.htm,dattAtreyabodha_E00003.xml,E00003,Dattātreyabodha,,,,https://muktabodha-digital-library.org/texts/IAST/E00003,,,,,,,,,,,,,,,,,
E00006 - jJAnasiddhyAgama.htm,jJAnasiddhyAgama_E00006.xml,E00006,Jñānasiddhyāgama,,,,https://muktabodha-digital-library.org/texts/IAST/E00006,,,,,,,,,,,,,,,,,
E00010 - vijayottaratantra.htm,vijayottaratantra_E00010.xml,E00010,Vijayottaratantra,a.k.a. trisahasrasaṃhitā,,,https://muktabodha-digital-library.org/texts/IAST/E00010,,,,,,,,,,,,,,,,,
"I00009 - bheritADana, cUrNikA devatAvAhana, sandhyAvAhana, ekkAmranAthAlaya.htm",bheritADana_cUrNikA_devatAvAhana_sandhyAvAhana_ekkAmranAthAlaya_I00009.xml,I00009,"Bheritāḍana, Cūrṇikā Devatāvāhana, Sandhyāvāhana, Ekkāmranāthālaya",,,,https://muktabodha-digital-library.org/texts/IAST/I00009,,,,,,,,,,,,,,,,,
I00027 - zrIvidyApUjAkramaH and devIdhyAnam.htm,zrIvidyApUjAkramaH_and_devIdhyAnam_I00027.xml,I00027,Śrīvidyāpūjākrama and Devīdhyāna,,,,https://muktabodha-digital-library.org/texts/IAST/I00027,,,,,,,,,,,,,,,,,
I00028 - jirNoddhAraH.htm,jirNoddhAraH_I00028.xml,I00028,Jirṇoddhāra,a.k.a. kāmikānusāri,,,https://muktabodha-digital-library.org/texts/IAST/I00028,,,,,,,,,,,,,,,,,
I00029 - ekAmranAthASTatakam and ekAmranAthazatakam.htm,ekAmranAthASTatakam_and_ekAmranAthazatakam_I00029.xml,I00029,Ekāmranāthāṣṭataka and Ekāmranāthaśataka,,,,https://muktabodha-digital-library.org/texts/IAST/I00029,,,,,,,,,,,,,,,,,
I00030 - bRhattAlavidhi.htm,bRhattAlavidhi_I00030.xml,I00030,Bṛhattālavidhi,,,,https://muktabodha-digital-library.org/texts/IAST/I00030,,,,,,,,,,,,,,,,,
I00031 - jJAnapUjAvidhi from the vAtulAgama.htm,jJAnapUjAvidhi_from_the_vAtulAgama_I00031.xml,I00031,Jñānapūjāvidhi from the Vātulāgama,,,,https://muktabodha-digital-library.org/texts/IAST/I00031,,,,,,,,,,,,,,,,,
I00032 - liGgalakSaNam.htm,liGgalakSaNam_I00032.xml,I00032,Liṅgalakṣaṇa,,,,https://muktabodha-digital-library.org/texts/IAST/I00032,,,,,,,,,,,,,,,,,
I00033 - zaivabhuSaNam.htm,zaivabhuSaNam_I00033.xml,I00033,Śaivabhuṣaṇa,,,,https://muktabodha-digital-library.org/texts/IAST/I00033,,,,,,,,,,,,,,,,,
I00034 - mannAthazyamalApratiSThAvidhi and cAmuNDApUjAvidhi.htm,mannAthazyamalApratiSThAvidhi_and_cAmuNDApUjAvidhi_I00034.xml,I00034,Mannāthaśyamalāpratiṣṭhāvidhi and Cāmuṇḍāpūjāvidhi,,,,https://muktabodha-digital-library.org/texts/IAST/I00034,,,,,,,,,,,,,,,,,
I00035 - SoDazasubhrahmanyadhyAnam.htm,SoDazasubhrahmanyadhyAnam_I00035.xml,I00035,Ṣoḍaśasubhrahmanyadhyāna,,,,https://muktabodha-digital-library.org/texts/IAST/I00035,,,,,,,,,,,,,,,,,
I00036 - navakuNDavidhi.htm,navakuNDavidhi_I00036.xml,I00036,Navakuṇḍavidhi,,,,https://muktabodha-digital-library.org/texts/IAST/I00036,,,,,,,,,,,,,,,,,
I00037 - zaktimaNTapapUjA.htm,zaktimaNTapapUjA_I00037.xml,I00037,Śaktimaṇṭapapūjā,,,,https://muktabodha-digital-library.org/texts/IAST/I00037,,,,,,,,,,,,,,,,,
I00038 - aSTottarazatakalazasnapanavidhi.htm,aSTottarazatakalazasnapanavidhi_I00038.xml,I00038,Aṣṭottaraśatakalaśasnāpanavidhi,,,,https://muktabodha-digital-library.org/texts/IAST/I00038,,,,,,,,,,,,,,,,,
I00039 - sakalAgamasArasaGgraha.htm,sakalAgamasArasaGgraha_I00039.xml,I00039,Sakalāgamasārasaṅgraha,,,,https://muktabodha-digital-library.org/texts/IAST/I00039,,,,,,,,,,,,,,,,,
I00040 - vighnezvaramUlamantra.htm,vighnezvaramUlamantra_I00040.xml,I00040,Vighneśvaramūlamantra,,,,https://muktabodha-digital-library.org/texts/IAST/I00040,,,,,,,,,,,,,,,,,
I00041 - Agamagrantha.htm,Agamagrantha_I00041.xml,I00041,Āgamagrantha,,,,https://muktabodha-digital-library.org/texts/IAST/I00041,,,,,,,,,,,,,,,,,
I00042 - sahasrAgama.htm,sahasrAgama_I00042.xml,I00042,Sahasrāgama,,,,https://muktabodha-digital-library.org/texts/IAST/I00042,,,,,,,,,,,,,,,,,
I00043 - zivagaNapatisubrahmaNyapratiSThA.htm,zivagaNapatisubrahmaNyapratiSThA_I00043.xml,I00043,Śivagaṇapatisubrahmaṇyapratiṣṭhā,,,,https://muktabodha-digital-library.org/texts/IAST/I00043,,,,,,,,,,,,,,,,,
I00044 - bhaktotsava.htm,bhaktotsava_I00044.xml,I00044,Bhaktotsava,,,,https://muktabodha-digital-library.org/texts/IAST/I00044,,,,,,,,,,,,,,,,,
I00045 - zaivarahasyam.htm,zaivarahasyam_I00045.xml,I00045,Śaivarahasya,,,,https://muktabodha-digital-library.org/texts/IAST/I00045,,,,,,,,,,,,,,,,,
I00046 - aMzumattantrazaGkhAbhiSekam.htm,aMzumattantrazaGkhAbhiSekam_I00046.xml,I00046,Aṃśumattantraśaṅkhābhiṣeka,,,,https://muktabodha-digital-library.org/texts/IAST/I00046,,,,,,,,,,,,,,,,,
I00047 - zivotsavacaNDotsavabhaktotsavasahita.htm,zivotsavacaNDotsavabhaktotsavasahita_I00047.xml,I00047,Śivotsavacaṇḍotsavabhaktotsavasahita,,,,https://muktabodha-digital-library.org/texts/IAST/I00047,,,,,,,,,,,,,,,,,
I00048 - vizeSAntyeSTi.htm,vizeSAntyeSTi_I00048.xml,I00048,Viśeṣāntyeṣṭi,,,,https://muktabodha-digital-library.org/texts/IAST/I00048,,,,,,,,,,,,,,,,,
I00049 - antyeSTividhi.htm,antyeSTividhi_I00049.xml,I00049,Antyeṣṭividhi,,,,https://muktabodha-digital-library.org/texts/IAST/I00049,,,,,,,,,,,,,,,,,
I00050 - aSTottarazatanAmAni.htm,aSTottarazatanAmAni_I00050.xml,I00050,Aṣṭottaraśatanāmāni,,,,https://muktabodha-digital-library.org/texts/IAST/I00050,,,,,,,,,,,,,,,,,
I00051 - kuNDasaMskAravidhi.htm,kuNDasaMskAravidhi_I00051.xml,I00051,Kuṇḍasaṃskāravidhi,,,,https://muktabodha-digital-library.org/texts/IAST/I00051,,,,,,,,,,,,,,,,,
I00052 - devatAdhyAnavacanAni.htm,devatAdhyAnavacanAni_I00052.xml,I00052,Devatādhyānavacanāni,,,,https://muktabodha-digital-library.org/texts/IAST/I00052,,,,,,,,,,,,,,,,,
I00053 - prAsAdaSaTzlokIvyAkhyA.htm,prAsAdaSaTzlokIvyAkhyA_I00053.xml,I00053,Prāsādaṣaṭślokīvyākhyā,,,,https://muktabodha-digital-library.org/texts/IAST/I00053,,,,,,,,,,,,,,,,,
I00054 - yatidharmabodhinIvyAkhyA.htm,yatidharmabodhinIvyAkhyA_I00054.xml,I00054,Yatidharmabodhinīvyākhyā,,,,https://muktabodha-digital-library.org/texts/IAST/I00054,,,,,,,,,,,,,,,,,
I00056 - AzaucanirNaya.htm,AzaucanirNaya_I00056.xml,I00056,Āśaucanirṇaya,,,,https://muktabodha-digital-library.org/texts/IAST/I00056,,,,,,,,,,,,,,,,,
I00057 - stotrasaGgraha.htm,stotrasaGgraha_I00057.xml,I00057,Stotrasaṅgraha,,,,https://muktabodha-digital-library.org/texts/IAST/I00057,,,,,,,,,,,,,,,,,
I00058 - parArthapUjA.htm,parArthapUjA_I00058.xml,I00058,Parārthapūjā,,,,https://muktabodha-digital-library.org/texts/IAST/I00058,,,,,,,,,,,,,,,,,
"I00059 - dhyAnazloka, navatriMzatkalazakrama, nItisAra.htm",dhyAnazloka_navatriMzatkalazakrama_nItisAra_I00059.xml,I00059,"Dhyānaśloka, Navatriṃśatkalaśakrama, Nītisāra",,,,https://muktabodha-digital-library.org/texts/IAST/I00059,,,,,,,,,,,,,,,,,
I00060 - aSTAdazakriyA.htm,aSTAdazakriyA_I00060.xml,I00060,Aṣṭādaśakriyā,,,,https://muktabodha-digital-library.org/texts/IAST/I00060,,,,,,,,,,,,,,,,,
I00061 - dIkSAvidhi.htm,dIkSAvidhi_I00061.xml,I00061,Dīkṣāvidhi,,,,https://muktabodha-digital-library.org/texts/IAST/I00061,,,,,,,,,,,,,,,,,
M00027 - matsyendranAtha - kaulajJAnanirNaya.htm,matsyendranAtha_kaulajJAnanirNaya_M00027.xml,M00027,Kaulajñānanirṇaya,And some minor texts of the school of matsyendrānātha,,,https://muktabodha-digital-library.org/texts/IAST/M00027,,,,,,,,,,,,,,,,,
M00170 - sUtradhAramaNDana - prAsAdamaNDana.htm,sUtradhAramaNDana_prAsAdamaNDana_M00170.xml,M00170,Prāsādamaṇḍana,,,,https://muktabodha-digital-library.org/texts/IAST/M00170,,,,,,,,,,,,,,,,,
M00222 - jJAnaziva - jJAnaratnAvalI.htm,jJAnaziva_jJAnaratnAvalI_M00222.xml,M00222,Jñānaratnāvalī,,,,https://muktabodha-digital-library.org/texts/IAST/M00222,,,,,,,,,,,,,,,,,
M00401 - hayazirSsapaJcarAtra.htm,hayazirSsapaJcarAtra_M00401.xml,M00401,Hayaśirṣsapañcarātra,,,,https://muktabodha-digital-library.org/texts/IAST/M00401,Pandit Bhuban Mohan Sankhyatiratha,,,,,,,,,,,,,,,,
M00403 - mahAguhyakAlIvidhAnam.htm,mahAguhyakAlIvidhAnam_M00403.xml,M00403,Mahāguhyakālīvidhāna,,,,https://muktabodha-digital-library.org/texts/IAST/M00403,,,,,,,,,,,,,,,,,
M00408 - mahAdAnavidhiH.htm,mahAdAnavidhiH_M00408.xml,M00408,Mahādānavidhi,,,,https://muktabodha-digital-library.org/texts/IAST/M00408,,,,,,,,,,,,,,,,,
M00517 - AdinAtha - anuttaraprakAzapaJcAzikA.htm,AdinAtha_anuttaraprakAzapaJcAzikA_M00517.xml,M00517,Anuttaraprakāśapañcāśikā,,Ādinātha,,https://muktabodha-digital-library.org/texts/IAST/M00517,,n,muktabodha/AdyanAtha_anuttaraprakAzapaJcAzikA_M00004.xml,,,,,,,,,,,,,,
M00661 - kaumArasaMhitA.htm,kaumArasaMhitA_M00661.xml,M00661,Kaumārasaṃhitā,,,,https://muktabodha-digital-library.org/texts/IAST/M00661,,,,,,,,,,,,,,,,,
M00662 - mAtRkAbhedatantra.htm,mAtRkAbhedatantra_M00662.xml,M00662,Mātṛkābhedatantra,,,,https://muktabodha-digital-library.org/texts/IAST/M00662,,,,,,,,,,,,,,,,,
M00663 - bhaTTanArAyaNakaNTha - mRgendravRtti.htm,bhaTTanArAyaNakaNTha_mRgendravRtti_M00663.xml,M00663,Mṛgendravṛtti,,,,https://muktabodha-digital-library.org/texts/IAST/M00663,,,,,,,,,,,,,,,,,
M00664 - paramahaMsapaddati.htm,paramahaMsapaddati_M00664.xml,M00664,Paramahaṃsapaddati,,,,https://muktabodha-digital-library.org/texts/IAST/M00664,,,,,,,,,,,,,,,,,
M00665 - AnandavanaH mukundavanaziSyaH - ramArcanacandrikA.htm,AnandavanaH_mukundavanaziSyaH_ramArcanacandrikA_M00665.xml,M00665,Ramārcanacandrikā,,Ānandavana Mukundavanaśiṣyaḥ,,https://muktabodha-digital-library.org/texts/IAST/M00665,,,,,,,,,,,,,,,,,
M00666 - zivarahasya part 1.htm,zivarahasya_part_1_M00666.xml,M00666,Śivarahasya (part 1),,,,https://muktabodha-digital-library.org/texts/IAST/M00666,Ganesh Shastri and Sundaresvara Shastri,,,,,,,,,,,,,,,,
M00667 - zivasUtravRtti.htm,zivasUtravRtti_M00667.xml,M00667,Śivasūtravṛtti,,,,https://muktabodha-digital-library.org/texts/IAST/M00667,,,,,,,,,,,,,,,,,
M00668 - mahezvarAcArya - svAtantryadIpikA.htm,mahezvarAcArya_svAtantryadIpikA_M00668.xml,M00668,Svātantryadīpikā,,Maheśvarācārya,,https://muktabodha-digital-library.org/texts/IAST/M00668,,,,,,,,,,,,,,,,,
M00669 - nAgabhaTTa - tripurAsArasamuccaya.htm,nAgabhaTTa_tripurAsArasamuccaya_M00669.xml,M00669,Tripurāsārasamuccaya,,Nāgabhaṭṭa,,https://muktabodha-digital-library.org/texts/IAST/M00669,govindācāryya,,,,,,,,,,,,,,,,
M00670 - navarNacaNDIpaJcaGga.htm,navarNacaNDIpaJcaGga_M00670.xml,M00670,Navarṇacaṇḍīpañcaṅga,,,,https://muktabodha-digital-library.org/texts/IAST/M00670,,,,,,,,,,,,,,,,,
M00671 - kedArakalpa.htm,kedArakalpa_M00671.xml,M00671,Kedārakalpa,,,,https://muktabodha-digital-library.org/texts/IAST/M00671,,,,,,,,,,,,,,,,,
M00673 - nityAdisaGgraha.htm,nityAdisaGgraha_M00673.xml,M00673,Nityādisaṅgraha,,Takṣakavarta,,https://muktabodha-digital-library.org/texts/IAST/M00673,,,,,,,,,,,,,,,,,
M00674 - zambhunirNaya.htm,zambhunirNaya_M00674.xml,M00674,Śambhunirṇaya,,,,https://muktabodha-digital-library.org/texts/IAST/M00674,,,,,,,,,,,,,,,,,
M00675 - zambhunirNayadIpaka.htm,zambhunirNayadIpaka_M00675.xml,M00675,Śambhunirṇayadīpaka,,Śivānandanātha,,https://muktabodha-digital-library.org/texts/IAST/M00675,,,,,,,,,,,,,,,,,
M00676 - padyavAhinI.htm,padyavAhinI_M00676.xml,M00676,Padyavāhinī,,Śaṅkara,,https://muktabodha-digital-library.org/texts/IAST/M00676,,,,,,,,,,,,,,,,,
M00677 - mahArahasyasaMpradAya.htm,mahArahasyasaMpradAya_M00677.xml,M00677,Mahārahasyasaṃpradāya,,Vimalaprabodha,,https://muktabodha-digital-library.org/texts/IAST/M00677,,,,,,,,,,,,,,,,,
M00678 - pazcimArcanapaddhati.htm,pazcimArcanapaddhati_M00678.xml,M00678,Paścimārcanapaddhati,,Vimalaprabodha,,https://muktabodha-digital-library.org/texts/IAST/M00678,,,,,,,,,,,,,,,,,
M00679 - pAzupatagurukrama.htm,pAzupatagurukrama_M00679.xml,M00679,Pāśupatagurukrama,,,,https://muktabodha-digital-library.org/texts/IAST/M00679,,,,,,,,,,,,,,,,,
M00680 - jayadrathayAmala SaTka 3.htm,jayadrathayAmala_SaTka_3_M00680.xml,M00680,Jayadrathayāmala Ṣaṭka 3,,,,https://muktabodha-digital-library.org/texts/IAST/M00680,,,,,,,,,,,,,,,,,
M00681 - jayadrathayAmala SaTka 4.htm,jayadrathayAmala_SaTka_4_M00681.xml,M00681,Jayadrathayāmala Ṣaṭka 4,,,,https://muktabodha-digital-library.org/texts/IAST/M00681,,,,,,,,,,,,,,,,,
M00682 - bhAskararAya - gurukalA.htm,bhAskararAya_gurukalA_M00682.xml,M00682,Gurukalā,,Bhāskararāya,,https://muktabodha-digital-library.org/texts/IAST/M00682,,,,,,,,,,,,,,,,,
M00683 - maunappa-paNDita - vIrazaivAcArakaustubha.htm,maunappa-paNDita_vIrazaivAcArakaustubha_M00683.xml,M00683,Vīraśaivācārakaustubha,,Maunappa-Paṇḍita,,https://muktabodha-digital-library.org/texts/IAST/M00683,,,,,,,,,,,,,,,,,
